Cores,Time (sec)
16,2163.238525
192,667.700806
1,26267.164062
288,664.640137
2,12711.709961
32,957.936157
384,918.057251
480,961.468445
4,6448.768066
576,1067.489258
64,644.039612
672,1105.119019
768,1161.449707
864,1187.392090
8,3604.012451
96,591.595459
